number,opened_at,priority,state,assignment_group,assignee,cmdb_ci_class,short_description,ttc_hours,closed_at,sla_breach
INC102606,2025-02-19,2 - High,On Hold,HR Tech,user222,cmdb_ci_server,Slow database performance,4.377292235507131,2025-02-19 04:22:38.252047825,0
INC102607,2025-09-12,2 - High,Canceled,IT Support,user350,cmdb_ci_db_instance,Network latency issues,2.144392385378972,2025-09-12 02:08:39.812587364,0
INC102608,2025-05-29,3 - Moderate,Closed,Network,user232,cmdb_ci_server,Laptop will not boot,5.898131419365511,2025-05-29 05:53:53.273109715,0
INC102609,2025-10-03,2 - High,Resolved,App Dev,user083,cmdb_ci_network,Email down,12.631792080050523,2025-10-03 12:37:54.451488181,1
INC102610,2025-06-21,3 - Moderate,New,App Dev,user304,cmdb_ci_server,User cannot access ServiceNow,17.218223227710887,,0
INC102611,2025-07-20,4 - Low,In Progress,IT Support,user485,cmdb_ci_app,Slow database performance,0.1827825038307186,2025-07-20 00:10:58.017013790,0
INC102612,2025-02-04,3 - Moderate,In Progress,IT Support,user330,cmdb_ci_network,Slow database performance,3.8230768721317223,2025-02-04 03:49:23.076739674,0
INC102613,2025-08-04,4 - Low,Resolved,Network,user356,cmdb_ci_server,Network latency issues,9.459243851710248,2025-08-04 09:27:33.277866156,0
INC102614,2025-03-06,4 - Low,In Progress,Network,user445,cmdb_ci_db_instance,VPN unstable,11.220992686131863,2025-03-06 11:13:15.573670074,0
INC102615,2025-01-08,3 - Moderate,Closed,Security,user088,cmdb_ci_db_instance,Application error 500,3.384906321141984,2025-01-08 03:23:05.662756111,0
INC102616,2025-03-17,3 - Moderate,Resolved,IT Support,user271,cmdb_ci_app,VPN unstable,4.524869466824809,2025-03-17 04:31:29.530080569,0
INC102617,2025-06-23,4 - Low,In Progress,Network,user541,cmdb_ci_server,Application error 500,1.7524731231455808,2025-06-23 01:45:08.903243324,0
INC102618,2025-02-16,2 - High,Closed,IT Support,user155,cmdb_ci_server,User cannot access ServiceNow,19.619028478261733,,1
INC102619,2025-01-15,4 - Low,In Progress,Network,user014,cmdb_ci_network,Application error 500,8.536009760554872,2025-01-15 08:32:09.635137997,0
INC102620,2025-05-27,3 - Moderate,New,HR Tech,user509,cmdb_ci_network,Laptop will not boot,4.481241531686613,2025-05-27 04:28:52.469514071,0
INC102621,2025-01-26,1 - Critical,In Progress,Network,user549,cmdb_ci_db_instance,User cannot access ServiceNow,15.329940230276597,,1
INC102622,2025-04-03,3 - Moderate,New,Network,user484,cmdb_ci_server,Email down,8.53054549571306,,0
INC102623,2025-08-20,3 - Moderate,Closed,HR Tech,user216,cmdb_ci_app,Slow database performance,17.02731331290908,2025-08-20 17:01:38.327926472,0
INC102624,2025-01-21,3 - Moderate,Resolved,HR Tech,user049,cmdb_ci_network,Password reset requested,18.544184364398603,2025-01-21 18:32:39.063711834,0
INC102625,2025-02-07,2 - High,Resolved,Security,user442,cmdb_ci_app,Slow database performance,3.3932139001302875,2025-02-07 03:23:35.570040469,0
INC102626,2025-10-03,3 - Moderate,Resolved,Network,user015,cmdb_ci_server,Application error 500,15.913975407017109,2025-10-03 15:54:50.311465261,0
INC102627,2025-06-06,3 - Moderate,Resolved,HR Tech,user517,cmdb_ci_app,User cannot access ServiceNow,15.54360336021957,,0
INC102628,2025-06-28,4 - Low,Resolved,Security,user303,cmdb_ci_server,Application error 500,10.072742519361036,2025-06-28 10:04:21.873069699,0
INC102629,2025-05-12,4 - Low,Closed,Security,user290,cmdb_ci_app,Laptop will not boot,10.604903838203985,2025-05-12 10:36:17.653817534,0
INC102630,2025-01-28,4 - Low,In Progress,IT Support,user136,cmdb_ci_server,User cannot access ServiceNow,8.132195141457938,2025-01-28 08:07:55.902509248,0
INC102631,2025-09-17,2 - High,Closed,HR Tech,user238,cmdb_ci_db_instance,Email down,2.8773892026375307,2025-09-17 02:52:38.601129495,0
INC102632,2025-03-17,3 - Moderate,Closed,App Dev,user566,cmdb_ci_app,VPN unstable,2.68259271664045,,0
INC102633,2025-03-08,3 - Moderate,In Progress,HR Tech,user087,cmdb_ci_app,Application error 500,20.12038319334697,2025-03-08 20:07:13.379496049,0
INC102634,2025-07-13,3 - Moderate,On Hold,HR Tech,user228,cmdb_ci_app,Application error 500,8.522638065424283,2025-07-13 08:31:21.497035527,0
INC102635,2025-06-11,1 - Critical,Closed,Security,user572,cmdb_ci_server,VPN unstable,6.19209312245961,2025-06-11 06:11:31.535240854,0
INC102636,2025-09-14,3 - Moderate,Closed,HR Tech,user430,cmdb_ci_db_instance,Password reset requested,11.034144233931722,2025-09-14 11:02:02.919242154,0
INC102637,2025-03-13,3 - Moderate,New,HR Tech,user274,cmdb_ci_server,VPN unstable,4.347896724879943,2025-03-13 04:20:52.428209567,0
INC102638,2025-03-28,3 - Moderate,In Progress,Security,user522,cmdb_ci_server,VPN unstable,5.399189702829455,,0
INC102639,2025-09-19,1 - Critical,In Progress,Security,user580,cmdb_ci_server,User cannot access ServiceNow,7.585958906973925,2025-09-19 07:35:09.452065106,0
INC102640,2025-08-02,3 - Moderate,New,IT Support,user484,cmdb_ci_network,Network latency issues,4.898144415807445,2025-08-02 04:53:53.319896906,0
INC102641,2025-06-02,4 - Low,In Progress,IT Support,user598,cmdb_ci_network,VPN unstable,10.3310050259074,2025-06-02 10:19:51.618093266,0
INC102642,2025-07-29,3 - Moderate,In Progress,HR Tech,user491,cmdb_ci_network,Application error 500,6.775558377226256,2025-07-29 06:46:32.010158014,0
INC102643,2025-03-02,4 - Low,In Progress,HR Tech,user408,cmdb_ci_app,Password reset requested,10.282272021384816,2025-03-02 10:16:56.179276985,0
INC102644,2025-09-25,3 - Moderate,In Progress,Network,user037,cmdb_ci_server,Email down,10.9318115035342,,0
INC102645,2025-09-19,4 - Low,Closed,App Dev,user200,cmdb_ci_app,Email down,15.089180287003815,2025-09-19 15:05:21.049033213,0
INC102646,2025-08-06,1 - Critical,In Progress,Network,user468,cmdb_ci_server,User cannot access ServiceNow,5.908727077429172,2025-08-06 05:54:31.417478745,0
INC102647,2025-10-10,2 - High,Resolved,Network,user043,cmdb_ci_app,Email down,3.3283093228435927,2025-10-10 03:19:41.913562236,0
INC102648,2025-05-16,3 - Moderate,Resolved,HR Tech,user210,cmdb_ci_network,Laptop will not boot,17.024199862761872,2025-05-16 17:01:27.119505942,0
INC102649,2025-04-03,4 - Low,Closed,Security,user281,cmdb_ci_db_instance,Slow database performance,1.618138080051583,2025-04-03 01:37:05.297088185,0
INC102650,2025-04-19,3 - Moderate,In Progress,Security,user486,cmdb_ci_app,User cannot access ServiceNow,31.48912538932476,2025-04-20 07:29:20.851401569,1
INC102651,2025-08-29,3 - Moderate,In Progress,App Dev,user302,cmdb_ci_app,User cannot access ServiceNow,4.683296770469371,2025-08-29 04:40:59.868373689,0
INC102652,2025-05-22,2 - High,Closed,Security,user167,cmdb_ci_db_instance,Slow database performance,6.827313220395697,2025-05-22 06:49:38.327593424,0
INC102653,2025-10-18,3 - Moderate,Closed,HR Tech,user334,cmdb_ci_server,Email down,2.9056113176281646,2025-10-18 02:54:20.200743461,0
INC102654,2025-08-25,3 - Moderate,Resolved,Security,user254,cmdb_ci_app,User cannot access ServiceNow,8.036111945738089,2025-08-25 08:02:10.003004657,0
INC102655,2025-06-26,4 - Low,New,IT Support,user237,cmdb_ci_app,User cannot access ServiceNow,4.8696814142692855,2025-06-26 04:52:10.853091369,0
INC102656,2025-05-21,3 - Moderate,New,App Dev,user422,cmdb_ci_app,Password reset requested,2.9897212815908296,2025-05-21 02:59:22.996613726,0
INC102657,2025-07-08,3 - Moderate,In Progress,Security,user335,cmdb_ci_db_instance,User cannot access ServiceNow,2.424695430539557,2025-07-08 02:25:28.903549942,0
INC102658,2025-02-18,2 - High,In Progress,Security,user113,cmdb_ci_app,VPN unstable,4.076477632715941,2025-02-18 04:04:35.319477777,0
INC102659,2025-07-09,1 - Critical,In Progress,IT Support,user389,cmdb_ci_app,VPN unstable,11.70969823150647,,0
INC102660,2025-05-16,3 - Moderate,In Progress,Network,user403,cmdb_ci_db_instance,Application error 500,10.392642355425524,2025-05-16 10:23:33.512479531,0
INC102661,2025-02-12,3 - Moderate,In Progress,HR Tech,user309,cmdb_ci_network,Network latency issues,3.491935933082396,2025-02-12 03:29:30.969359096,0
INC102662,2025-03-31,3 - Moderate,Resolved,Security,user021,cmdb_ci_server,Application error 500,5.715216051346896,2025-03-31 05:42:54.777784848,0
INC102663,2025-10-22,3 - Moderate,Resolved,IT Support,user301,cmdb_ci_db_instance,Application error 500,13.56912456183028,2025-10-22 13:34:08.848422589,0
INC102664,2025-09-02,1 - Critical,In Progress,IT Support,user572,cmdb_ci_network,VPN unstable,5.8766805854570645,2025-09-02 05:52:36.050107645,0
INC102665,2025-07-11,3 - Moderate,Canceled,Network,user531,cmdb_ci_server,User cannot access ServiceNow,17.305703802393744,,0
INC102666,2025-04-16,4 - Low,Resolved,Security,user472,cmdb_ci_db_instance,Laptop will not boot,26.80603301144352,2025-04-17 02:48:21.718841196,1
INC102667,2025-08-21,3 - Moderate,In Progress,Network,user014,cmdb_ci_app,Slow database performance,4.113360721761912,,0
INC102668,2025-09-22,3 - Moderate,In Progress,App Dev,user598,cmdb_ci_db_instance,User cannot access ServiceNow,4.537421187948704,2025-09-22 04:32:14.716276615,0
INC102669,2025-02-06,3 - Moderate,New,IT Support,user222,cmdb_ci_server,Slow database performance,18.968342418993355,,0
INC102670,2025-02-10,3 - Moderate,Resolved,HR Tech,user268,cmdb_ci_server,Laptop will not boot,5.801463767872353,2025-02-10 05:48:05.269564340,0
INC102671,2025-01-17,2 - High,In Progress,IT Support,user478,cmdb_ci_server,Network latency issues,14.182046074377787,2025-01-17 14:10:55.365867760,1
INC102672,2025-10-04,2 - High,New,Network,user003,cmdb_ci_app,Network latency issues,8.492392270369056,2025-10-04 08:29:32.612173328,0
INC102673,2025-02-28,2 - High,In Progress,HR Tech,user119,cmdb_ci_network,Email down,6.378575155045748,2025-02-28 06:22:42.870558164,0
INC102674,2025-07-02,4 - Low,Resolved,HR Tech,user104,cmdb_ci_network,Application error 500,11.310211079222457,,0
INC102675,2025-02-10,2 - High,In Progress,IT Support,user352,cmdb_ci_db_instance,Slow database performance,19.12747092721157,2025-02-10 19:07:38.895337961,1
INC102676,2025-02-08,4 - Low,On Hold,HR Tech,user466,cmdb_ci_app,Application error 500,15.652507253856191,2025-02-08 15:39:09.026113882,0
INC102677,2025-07-11,4 - Low,In Progress,Security,user373,cmdb_ci_network,VPN unstable,7.117723089605617,2025-07-11 07:07:03.803122580,0
INC102678,2025-09-24,3 - Moderate,In Progress,IT Support,user511,cmdb_ci_network,Password reset requested,8.661573900130742,,0
INC102679,2025-05-27,3 - Moderate,In Progress,Network,user493,cmdb_ci_app,Application error 500,14.25496632076501,2025-05-27 14:15:17.878754754,0
INC102680,2025-05-07,1 - Critical,In Progress,App Dev,user027,cmdb_ci_server,Network latency issues,9.02279824427128,2025-05-07 09:01:22.073679376,0
INC102681,2025-02-15,3 - Moderate,On Hold,Network,user158,cmdb_ci_server,Email down,20.909798113371597,2025-02-15 20:54:35.273208137,0
INC102682,2025-02-14,4 - Low,New,Security,user181,cmdb_ci_db_instance,Password reset requested,0.8350285797092095,2025-02-14 00:50:06.102886953,0
INC102683,2025-01-01,1 - Critical,New,App Dev,user590,cmdb_ci_server,Password reset requested,4.294919830169282,2025-01-01 04:17:41.711388609,0
INC102684,2025-06-17,2 - High,In Progress,App Dev,user301,cmdb_ci_server,Slow database performance,10.701245545267662,2025-06-17 10:42:04.483962963,0
INC102685,2025-04-18,1 - Critical,In Progress,Network,user200,cmdb_ci_network,Password reset requested,5.273596653142944,2025-04-18 05:16:24.947951314,0
INC102686,2025-01-19,3 - Moderate,In Progress,IT Support,user445,cmdb_ci_app,Email down,19.523937648813032,2025-01-19 19:31:26.175535726,0
INC102687,2025-03-13,2 - High,New,IT Support,user267,cmdb_ci_network,Network latency issues,4.531876065926994,2025-03-13 04:31:54.753837337,0
INC102688,2025-04-19,3 - Moderate,In Progress,App Dev,user078,cmdb_ci_db_instance,User cannot access ServiceNow,8.034775883245503,,0
INC102689,2025-09-25,3 - Moderate,In Progress,Network,user202,cmdb_ci_server,Slow database performance,4.058630445034496,2025-09-25 04:03:31.069602124,0
INC102690,2025-08-28,2 - High,Closed,Network,user228,cmdb_ci_network,Laptop will not boot,6.945910743459785,2025-08-28 06:56:45.278676455,0
INC102691,2025-03-31,4 - Low,Closed,IT Support,user423,cmdb_ci_server,Password reset requested,1.5280200102773065,2025-03-31 01:31:40.872036998,0
INC102692,2025-04-13,1 - Critical,In Progress,Security,user024,cmdb_ci_app,Password reset requested,2.313690173393681,2025-04-13 02:18:49.284624217,0
INC102693,2025-09-07,2 - High,On Hold,IT Support,user545,cmdb_ci_network,Laptop will not boot,25.891085913423165,2025-09-08 01:53:27.909288323,1
INC102694,2025-01-08,2 - High,Closed,IT Support,user406,cmdb_ci_server,Network latency issues,7.558309978200636,2025-01-08 07:33:29.915921522,0
INC102695,2025-06-02,4 - Low,Resolved,Security,user404,cmdb_ci_server,Email down,5.643684591800777,2025-06-02 05:38:37.264530482,0
INC102696,2025-06-23,4 - Low,Closed,IT Support,user011,cmdb_ci_network,Network latency issues,2.9120207415756134,2025-06-23 02:54:43.274669672,0
INC102697,2025-06-07,2 - High,Closed,App Dev,user115,cmdb_ci_db_instance,Laptop will not boot,3.359738315374474,,0
INC102698,2025-08-03,2 - High,Closed,App Dev,user065,cmdb_ci_app,User cannot access ServiceNow,24.02048247047929,2025-08-04 00:01:13.736893725,1
INC102699,2025-06-26,4 - Low,In Progress,App Dev,user362,cmdb_ci_network,Slow database performance,7.900747437874663,2025-06-26 07:54:02.690776348,0
INC102700,2025-06-24,3 - Moderate,New,App Dev,user206,cmdb_ci_app,Slow database performance,15.358072519579192,2025-06-24 15:21:29.061070485,0
INC102701,2025-05-26,2 - High,In Progress,App Dev,user433,cmdb_ci_server,Network latency issues,0.2375777335351006,2025-05-26 00:14:15.279840726,0
INC102702,2025-06-10,3 - Moderate,Resolved,Network,user066,cmdb_ci_app,User cannot access ServiceNow,4.757684646242971,2025-06-10 04:45:27.664726474,0
INC102703,2025-05-07,4 - Low,Resolved,Network,user430,cmdb_ci_network,Laptop will not boot,21.834052482419544,2025-05-07 21:50:02.588936710,0
INC102704,2025-03-23,1 - Critical,In Progress,Security,user079,cmdb_ci_app,Network latency issues,5.040609333425597,2025-03-23 05:02:26.193600332,0
INC102705,2025-05-27,2 - High,In Progress,HR Tech,user435,cmdb_ci_db_instance,Network latency issues,3.184212370173213,2025-05-27 03:11:03.164532623,0
INC102706,2025-08-27,2 - High,Resolved,App Dev,user405,cmdb_ci_app,Password reset requested,10.063859035403611,2025-08-27 10:03:49.892527453,0
INC102707,2025-03-25,3 - Moderate,In Progress,HR Tech,user166,cmdb_ci_db_instance,Laptop will not boot,2.001350275261451,2025-03-25 02:00:04.860990941,0
INC102708,2025-04-23,2 - High,Resolved,HR Tech,user500,cmdb_ci_db_instance,Email down,1.5704976248704294,2025-04-23 01:34:13.791449533,0
INC102709,2025-08-13,4 - Low,Resolved,App Dev,user420,cmdb_ci_server,Laptop will not boot,19.542722053553494,2025-08-13 19:32:33.799392792,0
INC102710,2025-08-31,4 - Low,In Progress,IT Support,user417,cmdb_ci_network,VPN unstable,4.040611926042149,,0
INC102711,2025-05-23,3 - Moderate,In Progress,Security,user535,cmdb_ci_app,Email down,11.41060939678047,2025-05-23 11:24:38.193828409,0
INC102712,2025-02-10,2 - High,Closed,HR Tech,user072,cmdb_ci_server,Password reset requested,24.62081581925136,2025-02-11 00:37:14.936949304,1
INC102713,2025-09-15,4 - Low,New,IT Support,user212,cmdb_ci_app,Password reset requested,7.71007987733695,2025-09-15 07:42:36.287558413,0
INC102714,2025-10-12,3 - Moderate,Closed,IT Support,user166,cmdb_ci_app,VPN unstable,11.14544610070157,2025-10-12 11:08:43.605962525,0
INC102715,2025-04-15,3 - Moderate,Closed,App Dev,user576,cmdb_ci_app,VPN unstable,1.5510031074150186,2025-04-15 01:33:03.611186694,0
INC102716,2025-07-21,4 - Low,Resolved,Security,user431,cmdb_ci_network,Slow database performance,3.730503809191592,2025-07-21 03:43:49.813713089,0
INC102717,2025-09-23,4 - Low,Resolved,App Dev,user324,cmdb_ci_db_instance,Laptop will not boot,21.62940239024135,,0
INC102718,2025-07-29,3 - Moderate,In Progress,Security,user214,cmdb_ci_app,Password reset requested,5.670942630862205,2025-07-29 05:40:15.393471103,0
INC102719,2025-02-20,3 - Moderate,Closed,App Dev,user537,cmdb_ci_app,Slow database performance,2.376072360160999,,0
INC102720,2025-04-28,2 - High,In Progress,Security,user368,cmdb_ci_db_instance,Network latency issues,10.748936099241204,2025-04-28 10:44:56.169957268,0
INC102721,2025-07-20,4 - Low,Resolved,Network,user185,cmdb_ci_server,Password reset requested,17.600302058213206,2025-07-20 17:36:01.087409567,0
INC102722,2025-02-08,4 - Low,New,IT Support,user180,cmdb_ci_server,Email down,5.053282404498468,2025-02-08 05:03:11.816656194,0
INC102723,2025-01-28,3 - Moderate,Closed,IT Support,user083,cmdb_ci_network,Application error 500,10.767916655199816,2025-01-28 10:46:04.499958719,0
INC102724,2025-09-16,4 - Low,Closed,IT Support,user442,cmdb_ci_db_instance,Slow database performance,13.84212547248742,,0
INC102725,2025-03-25,4 - Low,Resolved,Security,user151,cmdb_ci_app,Network latency issues,6.462752908533104,2025-03-25 06:27:45.910470719,0
INC102726,2025-06-04,2 - High,In Progress,IT Support,user118,cmdb_ci_network,Slow database performance,5.758499209099286,2025-06-04 05:45:30.597152757,0
INC102727,2025-04-27,3 - Moderate,In Progress,Network,user072,cmdb_ci_server,Slow database performance,24.0325782624035,2025-04-28 00:01:57.281744652,1
INC102728,2025-01-02,2 - High,On Hold,Network,user333,cmdb_ci_db_instance,Laptop will not boot,2.572059936966399,2025-01-02 02:34:19.415773079,0
INC102729,2025-04-03,4 - Low,Closed,HR Tech,user479,cmdb_ci_db_instance,Application error 500,8.22785606816677,2025-04-03 08:13:40.281845400,0
INC102730,2025-06-15,2 - High,Resolved,IT Support,user397,cmdb_ci_app,Application error 500,6.888663414091323,2025-06-15 06:53:19.188290728,0
INC102731,2025-10-23,3 - Moderate,Resolved,App Dev,user176,cmdb_ci_server,VPN unstable,6.8501286797480425,,0
INC102732,2025-09-15,3 - Moderate,Closed,App Dev,user578,cmdb_ci_db_instance,Password reset requested,13.326495076585449,2025-09-15 13:19:35.382275707,0
INC102733,2025-03-22,1 - Critical,In Progress,App Dev,user575,cmdb_ci_app,Network latency issues,11.3137636023425,,0
INC102734,2025-09-25,2 - High,Closed,Network,user015,cmdb_ci_db_instance,Email down,9.227815422520331,,0
INC102735,2025-08-23,3 - Moderate,In Progress,HR Tech,user145,cmdb_ci_db_instance,User cannot access ServiceNow,1.5812786535203622,,0
INC102736,2025-08-01,2 - High,New,HR Tech,user486,cmdb_ci_db_instance,Slow database performance,3.462459089334222,2025-08-01 03:27:44.852721603,0
INC102737,2025-03-03,3 - Moderate,Resolved,Network,user261,cmdb_ci_server,VPN unstable,6.125451384546313,2025-03-03 06:07:31.624984366,0
